"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"3201","SN 2005dl","07:27:31.750","+85:45:15.01","SN II","","NGC 2276        ","","","","","","","","","0","1","","17.1","","2005-08-25 00:00:00.000","","[Discoverer=Dimai, Migliardi; DiscoveryRef=IAUC 8588; PositionRef=IAUC 8588; Orig Type=II   ]",""
"3202","SN 2005dm","02:18:39.250","-06:54:10.80","SN Ia-pec","","IC 219          ","","","","","","","","","0","1","","17.6","","2005-08-26 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=CBET 203; PositionRef=IAUC 8589; Orig Type=Ia-p ]",""
"3203"," 2005dn","20:11:11.731","-48:16:35.51","","","NGC 6861        ","","","","","","","","","0","1","","15","","2005-08-27 00:00:00.000","","[Discoverer=Colesanti, Jacques, Pimentel, Napoleao; DiscoveryRef=IAUC 8589; PositionRef=IAUC 8589; Orig Type=Unknown]",""
"3204","SN 2005do","03:02:00.420","+41:34:34.21","SN Ia","","UGC 2495        ","","","","","","","","","0","1","","17.4","","2005-08-08 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=CBET 206; PositionRef=IAUC 8590; Orig Type=Ia   ]",""
"3205"," 2005dp","14:27:36.619","+41:15:15.01","","","NGC 5630        ","","","","","","","","","0","1","","16","","2005-08-27 00:00:00.000","","[Discoverer=Itagaki; DiscoveryRef=IAUC 8591; PositionRef=IAUC 8591; Orig Type=Unknown]",""
"3206"," 2005dq","22:44:46.450","+33:27:37.58","","","UGC 12177       ","","","","","","","","","0","1","","17.9","","2005-08-30 00:00:00.000","","[Discoverer=Armstrong; DiscoveryRef=CBET 208; PositionRef=IAUC 8592; Orig Type=Unknown]",""
"3207"," 2005dr","05:02:17.179","+07:38:21.41","","","UGC 3229        ","","","","","","","","","0","1","","18.5","","2005-08-29 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=CBET 209; PositionRef=IAUC 8592; Orig Type=Unknown]",""
"3208","SN 2005ds","17:57:39.890","+27:50:18.38","SN IIn","","UGC 11064       ","","","","","","","","","0","1","","18.7","","2005-08-31 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=CBET 210; PositionRef=IAUC 8592; Orig Type=IIn  ]",""
"3209"," 2005dt","23:23:38.321","-19:00:24.52","","","MCG -03-59-6    ","","","","","","","","","0","1","","18.5","","2005-09-01 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=CBET 213; PositionRef=CBET  213; Orig Type=Unknown]",""
"3210","SN 2005du","00:09:34.699","+12:45:21.38","SN II","","Anon.           ","","","","","","","","","0","1","","19.7","","2005-08-08 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 214; PositionRef=CBET  214; Orig Type=II   ]",""
"3211","SN 2005dv","13:41:04.450","+67:40:20.32","SN Ia","","NGC 5283        ","","","","","","","","","0","1","","15","","2005-09-04 00:00:00.000","","[Discoverer=Dainese, Dimai; DiscoveryRef=CBET 217; PositionRef=IAUC 8598; Orig Type=Ia   ]",""
"3212","SN 2005dw","22:13:31.829","-27:33:19.58","SN II","","MCG -05-52-49   ","","","","","","","","","0","1","","16.7","","2005-08-30 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=CBET 219; PositionRef=IAUC 8598; Orig Type=II   ]",""
"3213","SN 2005dx","04:04:28.850","-17:54:27.50","SN II","","MCG -03-11-9    ","","","","","","","","","0","1","","18.6","","2005-09-09 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=CBET 220; PositionRef=IAUC 8598; Orig Type=II   ]",""
"3214"," 2005dy","04:28:38.719","+70:20:48.98","","","UGC 3042        ","","","","","","","","","0","1","","19","","2005-09-07 00:00:00.000","","[Discoverer=Sehgal, Newton, Puckett; DiscoveryRef=CBET 221; PositionRef=IAUC 8598; Orig Type=Unknown]",""
"3215","SN 2005dz","23:38:38.330","+05:26:17.30","SN II","","UGC 12717       ","","","","","","","","","0","1","","18","","2005-09-10 00:00:00.000","","[Discoverer=Puckett, Pelloni; Lick Observatory Supernova Survey; DiscoveryRef=CBET 222; PositionRef=IAUC 8598; Orig Type=II   ]",""
"3216","SN 2005E","02:39:14.340","+01:05:55.00","SN Ib/c","","NGC 1032        ","","","","","","","","","0","1","","16.8","","2005-01-13 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=IAUC 8465; PositionRef=IAUC 8465; Orig Type=Ib/c ]",""
"3217"," 2005ea","11:06:47.890","+57:41:07.51","","","MCG +10-16-61   ","","","","","","","","","0","1","","17","","2005-09-06 00:00:00.000","","[Discoverer=Lane, Gray; DiscoveryRef=CBET 224; PositionRef=CBET  224; Orig Type=Unknown]",""
"3218"," 2005eb","00:54:50.940","+29:14:46.79","","","UGC 556         ","","","","","","","","","0","1","","18.4","","2005-09-07 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=CBET 227; PositionRef=CBET  227; Orig Type=Unknown]",""
"3219","SN 2005ec","04:54:19.171","+01:38:27.60","SN Ia","","NGC 1690        ","","","","","","","","","0","1","","16.8","","2005-09-16 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=CBET 228; PositionRef=CBET  228; Orig Type=Ia   ]",""
"3220","SN 2005ed","00:02:49.370","+00:45:04.28","SN Ia","","Anon.           ","","","","","","","","","0","1","","19","","2005-09-09 00:00:00.000","","[Discoverer=Barentine, Frieman et al. (SDSS II); DiscoveryRef=CBET 229; PositionRef=CBET  229; Orig Type=Ia   ]",""
"3221","SN 2005ee","23:57:55.879","+32:38:14.50","SN II","","Anon.           ","","","","","","","","","0","1","","16","","2005-08-25 00:00:00.000","","[Discoverer=Tyurina, Lipunov et al.; DiscoveryRef=CBET 229; PositionRef=IAUC 8603; Orig Type=II   ]",""
"3222","SN 2005ef","00:58:22.870","+00:40:44.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.6","","2005-09-09 00:00:00.000","","[Discoverer=Barentine, Frieman et al. (SDSS II); DiscoveryRef=CBET 229; PositionRef=CBET  229; Orig Type=Ia   ]",""
"3223","SN 2005eg","01:02:08.501","-00:52:44.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.8","","2005-09-09 00:00:00.000","","[Discoverer=Barentine, Frieman et al. (SDSS II); DiscoveryRef=CBET 229; PositionRef=CBET  229; Orig Type=Ia   ]",""
"3224","SN 2005eh","21:49:44.400","+00:39:27.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.7","","2005-09-09 00:00:00.000","","[Discoverer=Barentine, Frieman et al. (SDSS II); DiscoveryRef=CBET 229; PositionRef=CBET  229; Orig Type=Ia   ]",""
"3225","SN 2005ei","21:56:47.640","+00:19:03.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.9","","2005-09-09 00:00:00.000","","[Discoverer=Barentine, Frieman et al. (SDSS II); DiscoveryRef=CBET 229; PositionRef=CBET  229; Orig Type=Ia?  ]",""
"3226","SN 2005ej","18:53:38.479","+66:13:59.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2005-09-23 00:00:00.000","","[Discoverer=Boles; DiscoveryRef=CBET 231; PositionRef=CBET  231; Orig Type=Ia   ]",""
"3227","SN 2005ek","03:05:48.960","+36:46:10.60","SN Ic","","UGC 2526        ","","","","","","","","","0","1","","17.5","","2005-09-24 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=CBET 232; PositionRef=CBET  232; Orig Type=Ic?  ]",""
"3228","SN 2005el","05:11:48.720","+05:11:39.41","SN Ia","","NGC 1819        ","","","","","","","","","0","1","","16","","2005-09-25 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=CBET 233; PositionRef=CBET  233; Orig Type=Ia   ]",""
"3229","SN 2005em","03:13:47.710","-00:14:37.00","SN IIb","","IC 307          ","","","","","","","","","0","1","","18.1","","2005-09-27 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=IAUC 8604; PositionRef=IAUC 8604; Orig Type=IIb? ]",""
"3230","SN 2005en","07:59:12.610","+32:55:00.52","SN II","","UGC 4132        ","","","","","","","","","0","1","","17.5","","2005-09-27 00:00:00.000","","[Discoverer=Puckett, Peoples; Lick Observatory Supernova Survey; DiscoveryRef=CBET 236; PositionRef=IAUC 8605; Orig Type=II   ]",""
"3231","SN 2005eo","07:59:13.939","+32:55:19.70","SN Ic","","UGC 4132        ","","","","","","","","","0","1","","18.3","","2005-09-27 00:00:00.000","","[Discoverer=Puckett, Peoples; Lick Observatory Supernova Survey; Berlind; DiscoveryRef=IAUC 8605; PositionRef=IAUC 8605; Orig Type=Ic   ]",""
"3232","SN 2005ep","16:56:35.489","+58:01:30.22","SN IIn","","UGC 10626       ","","","","","","","","","0","1","","18","","2005-09-30 00:00:00.000","","[Discoverer=Puckett, Peoples; DiscoveryRef=CBET 238; PositionRef=IAUC 8607; Orig Type=IIn  ]",""
"3233","SN 2005eq","03:08:49.310","-07:01:59.70","SN Ia-pec","","MCG -01-9-6     ","","","","","","","","","0","1","","17.4","","2005-09-30 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=IAUC 8608; PositionRef=IAUC 8608; Orig Type=Ia-p ]",""
"3234","SN 2005er","22:50:00.840","+11:37:05.70","SN Ia-pec","","NGC 7385        ","","","","","","","","","0","1","","18.7","","2005-09-29 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=IAUC 8608; PositionRef=IAUC 8608; Orig Type=Ia-p ]",""
"3235","SN 2005es","23:25:47.621","+08:02:17.30","SN II","","MCG +01-59-79   ","","","","","","","","","0","1","","18.4","","2005-09-30 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=IAUC 8608; PositionRef=IAUC 8608; Orig Type=II   ]",""
"3236","SN 2005et","02:56:30.530","+15:56:12.80","SN Ia","","UGC 2413        ","","","","","","","","","0","1","","18.3","","2005-09-23 00:00:00.000","","[Discoverer=Puckett, O&#039;Connor; DiscoveryRef=CBET 241; PositionRef=IAUC 8610; Orig Type=Ia   ]",""
"3237","SN 2005eu","02:27:43.260","+28:10:36.59","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.9","","2005-10-04 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=CBET 242; PositionRef=IAUC 8611; Orig Type=Ia   ]",""
"3238","SN 2005ev","02:31:04.930","+27:42:06.52","SN Ia","","UGC 1990        ","","","","","","","","","0","1","","16","","2005-10-03 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 244; PositionRef=IAUC 8651; Orig Type=Ia   ]",""
"3239","SN 2005ew","03:39:23.741","+35:02:48.98","SN Ia","","Anon.           ","","","","","","","","","0","1","","15.1","","2005-10-04 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 244; PositionRef=IAUC 8651; Orig Type=Ia   ]",""
"3240","SN 2005ex","01:41:51.240","-00:52:35.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.2","","2005-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 247; PositionRef=CBET  247; Orig Type=Ia?  ]",""
"3241","SN 2005ey","02:17:05.501","+00:16:49.12","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.9","","2005-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 247; PositionRef=CBET  247; Orig Type=Ia   ]",""
"3242","SN 2005ez","03:07:10.970","+01:07:10.42","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.4","","2005-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 247; PositionRef=CBET  247; Orig Type=Ia?  ]",""
"3243","SN 2005F","09:04:53.681","+13:33:56.30","SN Ia","","MCG +02-23-27   ","","","","","","","","","0","1","","17.7","","2005-01-13 00:00:00.000","","[Discoverer=Lick Observatory Supernova Survey; DiscoveryRef=IAUC 8465; PositionRef=IAUC 8465; Orig Type=Ia   ]",""
"3244","SN 2005fa","01:39:36.079","-00:45:31.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.1","","2005-09-10 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 247; PositionRef=CBET  247; Orig Type=Ia   ]",""
"3245","SN 2005fb","03:01:17.539","-00:38:38.69","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.2","","2005-09-10 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 247; PositionRef=CBET  247; Orig Type=Ia   ]",""
