"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"3951","SN 2006rq","08:43:22.860","-03:34:16.21","SN II","","Anon.           ","","","","","","","","","0","1","","19.7","","2006-11-09 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 768; PositionRef=CBET  768; Orig Type=II   ]",""
"3952","SN 2006rr","02:25:28.589","+07:17:02.51","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.7","","2006-11-10 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 768; PositionRef=CBET  768; Orig Type=Ia   ]",""
"3953","SN 2006rs","00:33:09.130","-13:27:16.20","SN Ia","","IC 28           ","","","","","","","","","0","1","","16.5","","2006-11-11 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 768; PositionRef=CBET  768; Orig Type=Ia   ]",""
"3954","SN 2006rt","01:31:19.841","-13:56:09.60","SN II","","Anon.           ","","","","","","","","","0","1","","19.6","","2006-11-11 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 768; PositionRef=CBET  768; Orig Type=II   ]",""
"3955","SN 2006ru","02:29:50.201","+23:05:33.50","SN II","","Anon.           ","","","","","","","","","0","1","","20","","2006-11-11 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 768; PositionRef=CBET  768; Orig Type=II   ]",""
"3956","SN 2006rv","02:00:00.710","+24:56:15.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.5","","2006-11-13 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 768; PositionRef=CBET  768; Orig Type=Ia   ]",""
"3957","SN 2006rw","03:38:09.569","+02:26:05.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.4","","2006-11-14 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 768; PositionRef=CBET  768; Orig Type=Ia   ]",""
"3958","SN 2006rx","23:43:10.289","-20:40:53.69","SN IIn","","Anon.           ","","","","","","","","","0","1","","19","","2006-11-17 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 768; PositionRef=CBET  768; Orig Type=IIn  ]",""
"3959","SN 2006ry","07:39:51.101","+34:57:33.52","SN II","","Anon.           ","","","","","","","","","0","1","","19.4","","2006-11-17 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 768; PositionRef=CBET  768; Orig Type=II   ]",""
"3960","SN 2006rz","03:46:06.780","+00:23:23.10","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.7","","2006-11-26 00:00:00.000","","[Discoverer=SDSS II Collaboration; DiscoveryRef=CBET 770; PositionRef=CBET  770; Orig Type=Ia   ]",""
"3961","SN 2006S","12:45:39.101","+35:05:12.41","SN Ia","","UGC 7934        ","","","","","","","","","0","1","","17","","2006-01-26 00:00:00.000","","[Discoverer=Puckett, Gagliano; DiscoveryRef=CBET 379; PositionRef=IAUC 8664; Orig Type=Ia   ]",""
"3962","SN 2006sa","02:05:14.935","-04:48:51.77","SN IIP","","Anon.           ","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS16elh","PS1 - GPC1","","0","1","","21","","2006-11-12 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 772; PositionRef=CBET  772; Orig Type=IIp  ]",""
"3963","SN 2006sb","02:06:30.310","-04:05:30.59","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.8","","2006-11-12 00:00:00.000","","[Discoverer=ESSENCE; DiscoveryRef=CBET 772; PositionRef=CBET  772; Orig Type=Ia   ]",""
