"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"451"," 1974F","10:43:51.200","+14:01:20.00","","","Anon.           ","","","","","","","","","0","1","","18","","1974-03-28 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 87, 401; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"452","SN 1974G","12:26:28.300","+31:12:22.00","SN I","","NGC 4414        ","","","","","","","","","0","1","","13","","1974-04-20 00:00:00.000","","[Discoverer=Burgat; DiscoveryRef=IAUC 2664; PositionRef=; Orig Type=I    ]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"453"," 1974H","23:24:32.700","+13:58:20.00","","","NGC 7644","","","","","","","","","0","1","","17.5","","1974-07-23 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 87, 401; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"454"," 1974I","17:31:30.000","+43:23:15.00","","","Anon.           ","","","","","","","","","0","1","","18","","1974-07-15 00:00:00.000","","[Discoverer=Ambartsumyan; DiscoveryRef=IAUC 2693; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"455","SN 1974J","22:38:37.800","+34:03:51.00","SN I","","NGC 7343        ","","","","","","","","","0","1","","15.5","","1974-10-09 00:00:00.000","","[Discoverer=Rosino; DiscoveryRef=IAUC 2707; PositionRef=; Orig Type=I    ]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"456"," 1974K","01:31:01.600","+32:19:20.00","","","Anon.           ","","","","","","","","","0","1","","17.5","","1974-11-18 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 87, 401; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"457"," 1974L","11:06:06.000","+28:11:47.00","","","Anon.           ","","","","","","","","","0","1","","0","","","","[Discoverer=Kowal; DiscoveryRef=PASP 87, 401; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"458"," 1975A","06:16:26.300","-21:21:24.00","","","NGC 2207        ","","","","","","","","","0","1","","14.6","","1975-01-15 00:00:00.000","","[Discoverer=Dunlap; DiscoveryRef=IAUC 2738; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"459"," 1975B","03:19:42.800","+41:38:01.00","","","Anon.           ","","","","","","","","","0","1","","15.5","","1975-04-01 00:00:00.000","","[Discoverer=Lovas; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"460"," 1975C","12:17:55.200","+07:10:56.00","","","NGC 4246        ","","","","","","","","","0","1","","18","","1975-03-15 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 88, 521; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"461"," 1975D","10:39:16.100","+14:50:32.00","","","UGC 5793        ","","","","","","","","","0","1","","17","","1975-03-15 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 88, 521; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"462"," 1975E","12:06:25.500","+52:43:03.00","","","NGC 4102        ","","","","","","","","","0","1","","16.7","","1975-05-07 00:00:00.000","","[Discoverer=Dunlap; DiscoveryRef=IAUC 2776; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"463"," 1975F","09:36:45.300","-21:07:52.00","","","NGC 2935        ","","","","","","","","","0","1","","15","","1975-05-14 00:00:00.000","","[Discoverer=Dunlap; DiscoveryRef=IAUC 2782; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"464"," 1975G","14:01:18.200","+54:25:31.00","","","CGCG 272-18","","","","","","","","","0","1","","14.8","","1975-06-11 00:00:00.000","","[Discoverer=Lovas; DiscoveryRef=IAUC 2789; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"465"," 1975H","15:08:51.300","+06:56:26.00","","","Anon.           ","","","","","","","","","0","1","","18.5","","1975-07-12 00:00:00.000","","[Discoverer=Marcario; DiscoveryRef=PASP 88, 521; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"466"," 1975I","23:19:00.400","+15:01:15.00","","","Anon.           ","","","","","","","","","0","1","","18","","1975-06-10 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 88, 521; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"467"," 1975J","03:12:04.400","+42:09:10.00","","","Anon.           ","","","","","","","","","0","1","","15.5","","1975-08-11 00:00:00.000","","[Discoverer=Huchra; DiscoveryRef=IAUC 2825; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"468"," 1975K","16:36:31.300","+39:02:08.00","","","NGC 6195        ","","","","","","","","","0","1","","17.8","","1975-08-09 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 88, 521; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"469"," 1975L","01:02:08.300","+31:31:01.00","","","Anon.           ","","","","","","","","","0","1","","18","","1975-08-08 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 88, 521; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"470"," 1975M","01:09:58.900","+32:54:57.00","","","CGCG 501-112","","","","","","","","","0","1","","18.2","","1975-09-09 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 88, 521; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"471","SN 1975N","23:38:54.800","-12:57:09.00","SN I","","NGC 7723        ","","","","","","","","","0","1","","13.8","","1975-10-24 00:00:00.000","","[Discoverer=Wild, Lipovetskij; DiscoveryRef=IAUC 2858; PositionRef=; Orig Type=I    ]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"472"," 1975O","07:58:21.100","+25:08:06.00","","","NGC 2487        ","","","","","","","","","0","1","","15.2","","1975-11-30 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=IAUC 2874; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
